first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
Brock,Ride,Male,41,1976-12-12,Tax Accountant,Financial Services,Mass Customer,N,ð©ð½,No,10
Henrietta,Olexa,Female,23,1954-02-21,Technical Writer,Retail,Mass Customer,N,testâ testâ«,Yes,7
Barde,Spoward,Male,39,1974-06-26,Environmental Specialist,Health,Mass Customer,N,1.00E+02,No,22
Sigmund,Fishbourn,Male,76,1993-04-19,,Financial Services,Mass Customer,N,1/0,No,3
Arin,Nappin,Male,18,1960-06-28,Research Assistant I,Manufacturing,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,9
Melisande,,Female,70,1985-08-19,Product Engineer,IT,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,11
Alberik,Looks,Male,69,1971-07-01,,n/a,High Net Worth,N,,Yes,7
Hillyer,Biddulph,Male,95,1996-05-10,VP Accounting,Financial Services,Mass Customer,N,1;DROP TABLE users,No,2
Brenna,Childes,Female,46,1987-06-25,Sales Associate,Financial Services,Mass Customer,N,â°â´âµ,Yes,18
Cristie,,Female,92,1993-07-28,Tax Accountant,Telecommunications,Mass Customer,N,"__ï¾(,_,*)",Yes,4
Krystyna,Scadden,Female,73,1985-05-04,Statistician II,Retail,Mass Customer,N,00ËÆ$-,No,10
Jessalyn,Zoellner,Female,27,1994-05-14,Senior Financial Analyst,Financial Services,Mass Customer,N,1;DROP TABLE users,Yes,2
Thomasine,McCloch,Female,2,1973-08-01,GIS Technical Architect,Property,Affluent Customer,N,â,No,22
Gavra,Robez,Female,89,1996-08-18,Project Manager,Financial Services,Mass Customer,N,,Yes,3
Lucy,Lackmann,Female,35,1979-04-28,Business Systems Development Analyst,IT,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,10
Marven,Ditts,Male,53,1961-10-08,Cost Accountant,Financial Services,High Net Worth,N,ï¼ï¼ï¼,Yes,19
Becka,Bysaker,Female,10,1972-07-11,Tax Accountant,Manufacturing,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,18
Abbey,Nellen,Female,75,1977-04-29,Desktop Support Technician,Argiculture,Mass Customer,N,-$1.00,No,16
Merrili,Brittin,Female,93,1940-09-22,,Property,Mass Customer,N,á,No,16
Alena,Hannis,Female,68,1980-01-04,Physical Therapy Assistant,n/a,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,20
Almira,Ethelstone,Female,66,1973-08-18,Office Assistant IV,n/a,Mass Customer,N,1/0,Yes,7
Zulema,Cristofolo,Female,93,1997-10-15,VP Accounting,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,No,3
Winnifred,Zima,Female,46,1966-02-25,Software Consultant,n/a,Affluent Customer,N,null,Yes,10
Alberik,Kelsey,Male,43,1963-01-17,Quality Engineer,Property,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,11
Evanne,Bentote,Female,6,1976-01-18,,Manufacturing,Mass Customer,N,â«testâ«,Yes,11
Deedee,Coxall,Female,91,1973-02-18,Social Worker,Health,Mass Customer,N,â°â´âµ,No,7
Felipa,Paddingdon,Female,18,1959-12-31,Systems Administrator IV,Health,High Net Worth,N,ï»¿,No,19
Felipa,Guslon,Female,13,1973-07-09,Information Systems Manager,n/a,Mass Customer,N,1/0,Yes,18
Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,â,Yes,19
Ronalda,McGeechan,Female,60,1962-12-17,Computer Systems Analyst II,Health,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,18
Lucine,Virgin,Female,38,1978-05-06,Professor,Manufacturing,Mass Customer,N,',No,5
Griselda,Bezants,Female,57,1999-12-27,Registered Nurse,Health,Affluent Customer,N,"<>?:""{}|_+",No,1
Vale,Whittuck,Female,39,1977-02-28,Automation Specialist III,Manufacturing,Affluent Customer,N,1'; DROP TABLE users--,Yes,11
Alister,De la Yglesia,Male,32,1986-04-05,GIS Technical Architect,Manufacturing,Mass Customer,N,"'""''''""",Yes,12
Ron,Dilon,Male,40,1959-04-18,Assistant Media Planner,Entertainment,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,17
Mace,Edington,Male,67,1981-05-19,Help Desk Operator,Financial Services,Mass Customer,N,00ËÆ$-,Yes,17
Leonora,Iglesia,Female,77,1974-08-07,Chemical Engineer,Manufacturing,Mass Customer,N,',Yes,16
Alla,Hirtzmann,Female,37,1964-06-22,,Health,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,15
Augustus,Pickin,Male,77,1964-02-29,Research Nurse,Health,Affluent Customer,N,â°â´âµâââ,Yes,9
York,Calbreath,Male,97,1996-08-10,Community Outreach Specialist,Property,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,5
Max,Cloney,Female,99,1988-11-27,Junior Executive,Argiculture,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,2
Karissa,Cabral,Female,10,1998-04-28,Computer Systems Analyst II,Property,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,2
Stesha,Miners,Female,20,1973-12-05,Account Coordinator,Health,Mass Customer,N,',No,16
Stevena,Allcock,Female,80,2002-01-15,Senior Editor,n/a,Affluent Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,1
Marget,Freeland,Female,4,1958-11-22,,Financial Services,Mass Customer,N,â°â´âµâââ,Yes,5
Penny,Wellington,Male,79,1963-10-20,VP Marketing,Retail,High Net Worth,N,NULL,No,12
Gaylor,Carbry,Male,11,1996-02-16,Project Manager,Manufacturing,Mass Customer,N,0/0,No,2
Rubie,O'Gorman,Female,45,1974-10-20,Technical Writer,n/a,Affluent Customer,N,-1.00E+02,Yes,19
Retha,Kahane,Female,18,1958-05-15,Senior Sales Associate,Manufacturing,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,5
Janelle,Ebbage,Female,44,1988-10-16,Legal Assistant,Manufacturing,High Net Worth,N,"'""''''""",Yes,20
Adrianne,Petrecz,Female,17,1962-05-22,Research Associate,Retail,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,14
Fran,,Male,11,1995-04-12,Technical Writer,n/a,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,5
Kara-lynn,Bims,Female,75,1977-12-25,Nurse Practicioner,Manufacturing,Affluent Customer,N,åè£½æ¼¢èª,No,7
Craggy,,Male,62,1966-06-23,Database Administrator I,Financial Services,Affluent Customer,N,ï»¿,Yes,11
Gard,Tidy,Male,8,1967-01-30,Structural Engineer,Manufacturing,Mass Customer,N,,No,14
Linell,,Female,43,1977-11-23,,Financial Services,High Net Worth,N,"""'",No,17
Roderich,Mixer,Male,26,1977-02-16,Software Consultant,Financial Services,High Net Worth,N,â©testâ©,No,9
Ilyssa,Hannabuss,Female,52,1974-09-26,VP Quality Control,Argiculture,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,3
Brooke,Durman,Female,85,1993-09-16,Safety Technician III,Retail,Mass Customer,N,á ,No,6
Ruprecht,Loreit,Male,88,1970-05-01,Sales Associate,n/a,High Net Worth,N,ð¾ ð ð ð ð ð ð ð§,No,10
Maura,Estevez,Female,22,1964-09-04,Marketing Manager,Retail,Mass Customer,N,âªâªtestâª,No,13
Jammie,McEvon,Female,57,1989-03-12,Product Engineer,Retail,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,14
Akim,Mathes,Male,15,1969-06-09,Web Designer III,n/a,Mass Customer,N,',No,18
Coop,Skey,Male,29,1954-02-25,Administrative Officer,n/a,Mass Customer,N,,Yes,11
Clovis,Ortsmann,Female,11,1959-11-08,,n/a,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,12
Robbi,Springthorpe,Female,13,1956-09-26,,Manufacturing,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,16
Alejandro,Shakelade,Male,35,1977-12-01,Web Developer III,Manufacturing,High Net Worth,N,1,Yes,19
Emelda,Ramsdell,Female,62,2000-11-24,,Entertainment,Mass Customer,N,"''''""",Yes,2
Reinhold,Barthrup,Male,22,1999-10-10,Actuary,Financial Services,Mass Customer,N,â¦testâ§,No,2
Nigel,Izard,Male,28,1962-11-30,Environmental Specialist,Manufacturing,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,17
Jehanna,Sparhawk,Female,96,1957-03-03,Registered Nurse,Health,High Net Worth,N,-1,No,17
Fletch,Durrett,Male,7,1984-06-15,Compensation Analyst,Financial Services,Affluent Customer,N,â°â´âµ,No,2
Etheline,Gerretsen,Female,38,1982-06-09,Staff Accountant III,Financial Services,Mass Customer,N,1.00E+96,Yes,4
Hadria,Pizer,Female,71,1978-02-01,Chemical Engineer,Manufacturing,High Net Worth,N,-$1.00,Yes,7
Victor,Zaple,Male,65,1979-09-28,Marketing Assistant,IT,Mass Customer,N,-$1.00,No,18
Killy,Spaducci,Male,31,1980-05-20,VP Quality Control,IT,Mass Customer,N,"""'",No,21
Averill,Woodbridge,Male,4,1986-10-24,Associate Professor,n/a,Mass Customer,N,é¨è½æ ¼,No,7
Arabele,Lantoph,Female,90,1987-08-24,Nurse Practicioner,Health,Mass Customer,N,1,Yes,5
Catherina,Ricca,Female,56,1967-10-01,Recruiting Manager,Health,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,6
Brita,Afonso,Female,95,1953-09-05,Quality Engineer,IT,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,8
Dionysus,McCarlie,Male,10,1977-06-27,VP Marketing,Retail,Affluent Customer,N,,Yes,18
Sanderson,Alloway,U,34,,Analog Circuit Design manager,IT,Mass Customer,N,,No,
Justinian,Crowhurst,Male,93,1979-11-06,Assistant Manager,Manufacturing,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,14
Correna,Goldsberry,Female,12,1985-08-31,Director of Sales,Retail,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,3
Stearn,Willerstone,Male,39,1989-09-07,,Manufacturing,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,7
Jaquelin,Leek,Female,90,1996-01-24,Senior Developer,Financial Services,Affluent Customer,N,-1.00E+02,Yes,7
Hartwell,Schach,Male,54,1986-08-08,Quality Control Specialist,Health,Mass Customer,N,(ï½¡â â âï½¡),No,17
Pierette,O' Ronan,Female,39,1964-08-09,,IT,Mass Customer,N,â,No,13
Jarib,,Male,30,1959-06-24,,n/a,Mass Customer,N,â«testâ«,No,20
Haley,Dessent,Male,37,1997-10-12,Systems Administrator IV,Manufacturing,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,4
Roch,Rilston,Female,71,2000-05-18,Clinical Specialist,Health,Affluent Customer,N,-$1.00,Yes,2
Emlyn,Burnel,Male,19,1956-10-02,Senior Sales Associate,Health,High Net Worth,N,1.00E+02,Yes,15
Hedi,Mowday,Female,10,1976-10-24,Information Systems Manager,Financial Services,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,20
Berthe,Ludwell,Female,11,1981-05-21,Account Representative II,Financial Services,High Net Worth,N,0/0,Yes,9
Reece,Crewther,Male,67,1956-07-25,Business Systems Development Analyst,Manufacturing,Mass Customer,N,(ï½¡â â âï½¡),No,18
Amalee,Sanderson,Female,4,1977-12-15,Analyst Programmer,Health,High Net Worth,N,<img src=x onerror=alert('hi') />,No,18
Cristobal,Whitrod,Male,63,1975-08-07,Speech Pathologist,Manufacturing,Mass Customer,N,â°â´âµâââ,Yes,9
Margo,Fletcher,Female,90,1969-10-30,Help Desk Operator,Argiculture,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,9
Taylor,Dutchburn,Male,45,1980-06-21,VP Product Management,Financial Services,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,No,14
Leanna,Cromb,Female,69,1976-04-03,Business Systems Development Analyst,Financial Services,Affluent Customer,N,âââ,No,10
Urbanus,Redding,Male,83,1966-01-27,Civil Engineer,Manufacturing,Mass Customer,N,1.00E+02,No,19
Jeffie,Eakly,Male,30,1964-02-29,Research Assistant I,Health,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,18
Robers,Richen,Male,72,1998-12-24,Account Representative IV,Argiculture,High Net Worth,N,"'""''''""",No,1
Constantine,Frissell,Female,57,1987-07-12,Programmer III,Financial Services,High Net Worth,N,nil,No,8
Danya,Burnyeat,Male,99,1986-04-25,Editor,Manufacturing,Mass Customer,N,âªâªtestâª,Yes,19
Thia,O'Day,Female,73,1986-05-03,Administrative Assistant IV,Manufacturing,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,18
Lois,Abrahim,Female,28,1995-11-02,,Manufacturing,Mass Customer,N,,No,5
Shelton,Tewkesberrie,Male,29,1979-06-17,,Manufacturing,Mass Customer,N,á,Yes,7
Josy,Fleeman,Female,71,1967-07-21,,Entertainment,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,17
Kayla,Alentyev,Female,63,1970-01-19,Operator,Telecommunications,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,18
Wilfrid,Cleaves,Male,5,1997-10-16,Senior Sales Associate,Retail,High Net Worth,N,0/0,Yes,3
Tootsie,Rafter,Female,53,1979-03-12,Financial Advisor,Financial Services,Affluent Customer,N,,Yes,10
Keriann,Perdue,Female,39,1963-07-06,Business Systems Development Analyst,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,6
Dolly,Scallan,Female,41,1974-08-06,,Retail,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,No,14
Mercy,Donisi,Female,19,1975-06-18,Web Designer I,Financial Services,Mass Customer,N,åè£½æ¼¢èª,No,15
Christoph,Greatreax,Male,70,1955-03-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,5
Malvin,Marre,Male,89,1986-08-09,Pharmacist,Health,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,5
Janine,Hesey,Female,85,1978-11-22,Pharmacist,Health,Mass Customer,N,0,Yes,15
Jemima,Izaac,U,48,,Safety Technician II,IT,Affluent Customer,N,,Yes,
Willem,Spraging,Male,23,1966-12-31,Food Chemist,Health,Affluent Customer,N,1,No,10
Vladimir,Abramowsky,Male,68,1994-03-24,VP Accounting,Financial Services,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,8
Enriqueta,Waterhowse,U,80,,Internal Auditor,IT,Affluent Customer,N,,Yes,
Darcy,Ilett,Male,25,1962-08-24,Environmental Specialist,n/a,Mass Customer,N,1.00E+02,No,8
Leelah,Pynner,Female,11,1975-01-14,Staff Scientist,Telecommunications,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,18
Diarmid,Vearnals,Male,93,1977-04-30,,Property,Mass Customer,N,testâ testâ«,Yes,15
Domeniga,Terney,Female,47,1957-07-04,Accounting Assistant IV,n/a,Mass Customer,N,-1.00E+02,Yes,6
Magdaia,Beardwell,Female,45,1980-06-18,Biostatistician I,IT,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,8
Aldus,Kenningley,Male,16,1978-05-21,Software Consultant,Manufacturing,Mass Customer,N,â¦testâ§,Yes,11
Travis,Kaszper,Male,41,1963-08-17,Research Nurse,Health,Mass Customer,N,-1,Yes,16
Oneida,Olivia,Female,27,1980-03-10,Research Associate,n/a,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,16
Lorri,Byrth,Female,73,1989-08-21,Cost Accountant,Financial Services,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,11
Lin,Tarver,Male,33,1975-06-14,,n/a,Affluent Customer,N,åè£½æ¼¢èª,No,19
Waiter,Piscopello,Male,38,1973-12-30,Design Engineer,Financial Services,Mass Customer,N,$1.00,Yes,18
Town,Yitzhakov,Male,55,1996-08-16,Editor,n/a,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,2
Pail,Iacopini,Male,84,1978-09-19,General Manager,Telecommunications,High Net Worth,N,1.00E+96,Yes,13
Kiley,Scotson,Female,77,1978-12-02,Senior Cost Accountant,Financial Services,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,No,18
Eliot,Scammell,Male,69,1964-04-06,Internal Auditor,Manufacturing,Mass Customer,N,,Yes,7
Austine,Kinny,Female,37,1960-11-23,Structural Analysis Engineer,IT,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,16
Erik,Kenneford,Male,19,1973-10-23,Staff Scientist,n/a,High Net Worth,N,1.00E+02,Yes,8
Shannah,Pountain,Female,4,1969-01-27,Marketing Manager,Retail,Affluent Customer,N,<img src=x onerror=alert('hi') />,Yes,11
May,Birch,Female,27,1990-07-24,Media Manager I,Health,High Net Worth,N,1,Yes,7
Neale,Lowings,Male,62,1981-02-14,,Financial Services,Affluent Customer,N,-1.00E+02,Yes,8
Kacie,Stanbrooke,Female,92,1975-05-15,Associate Professor,Manufacturing,Affluent Customer,N,ï»¿,Yes,3
Bren,Dabbes,Female,8,1994-09-15,Technical Writer,Manufacturing,High Net Worth,N,Ù¡Ù¢Ù£,No,6
Laurence,Aulsford,Male,46,1967-12-24,Professor,Retail,Affluent Customer,N,0/0,No,18
Sholom,Pavlasek,Male,1,1997-01-15,Graphic Designer,Financial Services,Mass Customer,N,-1.00E+02,No,4
Kerby,Nassie,Male,19,1977-11-14,Marketing Manager,Health,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,8
Sheelah,Caine,Female,94,1985-03-21,,IT,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,16
Ali,Naris,Male,49,1954-08-27,,n/a,Mass Customer,N,1,Yes,7
Aloin,Harhoff,Male,72,1986-01-03,,Health,Mass Customer,N,"""'",No,11
Perl,Suddaby,Female,23,1975-03-11,Financial Analyst,Financial Services,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,10
Shanie,Zahor,Female,15,1986-12-25,Food Chemist,Health,High Net Worth,N,â£,Yes,21
Benoite,Trahmel,Female,25,1998-08-13,Help Desk Technician,n/a,Affluent Customer,N,â£,No,1
Wenonah,Filgate,Female,66,1974-07-19,Developer II,n/a,High Net Worth,N,á,No,4
Hally,Pollie,Female,91,1983-09-29,GIS Technical Architect,Manufacturing,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,9
Ganny,Dwerryhouse,Male,19,1975-05-06,Senior Financial Analyst,Financial Services,Affluent Customer,N,01-Feb,No,8
Dalli,Seden,Male,65,1958-08-02,,n/a,Affluent Customer,N,ðµ ð ð ð,No,12
Jodee,Macewan,Female,0,1966-02-24,Sales Representative,Retail,Mass Customer,N,â¦testâ§,No,7
Daisey,Britto,Female,50,1988-11-27,Environmental Tech,Retail,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,16
Zed,Douris,Male,37,1962-05-10,Pharmacist,Health,Mass Customer,N,ð©ð½,Yes,8
Ebeneser,Lowde,Male,33,1992-09-07,Internal Auditor,Retail,Affluent Customer,N,á,Yes,9
Dietrich,Geggie,Male,97,1974-12-29,Graphic Designer,Health,Mass Customer,N,âªâªtestâª,No,10
Briggs,Mower,Male,34,1978-04-06,GIS Technical Architect,IT,Mass Customer,N,ì¸ëë°í ë¥´,Yes,16
Latashia,,Female,96,1976-02-26,Programmer Analyst II,Manufacturing,Mass Customer,N,â«testâ«,No,21
Larina,Gheeorghie,Female,38,1997-07-05,Senior Developer,Manufacturing,High Net Worth,N,"<>?:""{}|_+",No,3
Tisha,Gibbings,Female,79,1978-05-12,,Health,Affluent Customer,N,<img src=x onerror=alert('hi') />,No,18
Torey,Sarney,Male,16,1954-09-05,,n/a,High Net Worth,N,<img src=x onerror=alert('hi') />,Yes,7
Farra,Bails,Female,80,1985-02-19,Assistant Media Planner,Entertainment,High Net Worth,N,0/0,Yes,17
Gav,Bonin,Male,98,1980-09-01,Structural Analysis Engineer,Retail,Mass Customer,N,testâ testâ«,Yes,7
Emelda,Allbones,Female,15,1968-11-16,Help Desk Operator,Financial Services,Mass Customer,N,!@#$%^&*(),Yes,5
Martynne,Bullivant,Female,76,1973-01-02,Recruiting Manager,n/a,Affluent Customer,N,,No,10
De,Leyband,Female,70,1990-03-12,,Financial Services,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,10
Sandy,Olford,Male,43,1972-05-15,Programmer Analyst IV,n/a,High Net Worth,N,âªâªtestâª,Yes,18
Charyl,Pottiphar,U,14,,Structural Engineer,IT,High Net Worth,N,,Yes,
Bram,Pheasant,Male,96,1976-11-02,Social Worker,Health,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,10
Eileen,Ilchenko,Female,17,1980-09-14,Nurse,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,14
Berthe,Griniov,Female,13,1955-09-15,Nurse,Retail,Affluent Customer,N,1'; DROP TABLE users--,No,5
Janel,Daice,Female,24,1973-05-18,Senior Editor,n/a,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,12
Mordy,Hedin,Male,13,1962-01-31,,Entertainment,Mass Customer,N,1/0,No,7
Othilia,Metcalf,Female,9,1976-06-09,Senior Sales Associate,Property,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,3
